Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010]
"Age at first marriage, male",SP.DYN.SMAM.MA,Cabo Verde,CPV,28.1,28.8,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cambodia,KHM,..,..,24.9
"Age at first marriage, male",SP.DYN.SMAM.MA,Cameroon,CMR,..,28.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Canada,CAN,27.9,29.4,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Caribbean small states,CSS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cayman Islands,CYM,..,..,29.9
"Age at first marriage, male",SP.DYN.SMAM.MA,Central African Republic,CAF,..,24.8,21.7
"Age at first marriage, male",SP.DYN.SMAM.MA,Central Europe and the Baltics,CEB,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Chad,TCD,..,25.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Channel Islands,CHI,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Chile,CHL,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,China,CHN,23.8,25.1,26.5
"Age at first marriage, male",SP.DYN.SMAM.MA,Colombia,COL,..,27,26.8
"Age at first marriage, male",SP.DYN.SMAM.MA,Comoros,COM,..,26.8,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Congo, Dem. Rep.",COD,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Congo, Rep.",COG,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Costa Rica,CRI,..,26,27.8
"Age at first marriage, male",SP.DYN.SMAM.MA,Cote d'Ivoire,CIV,..,29.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Croatia,HRV,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cuba,CUB,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Curacao,CUW,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Cyprus,CYP,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Czech Republic,CZE,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Denmark,DNK,31.9,..,32.7
"Age at first marriage, male",SP.DYN.SMAM.MA,Djibouti,DJI,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Dominica,DMA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Dominican Republic,DOM,..,..,25.6
"Age at first marriage, male",SP.DYN.SMAM.MA,Early-demographic dividend,EAR,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,East Asia & Pacific,EAS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,East Asia & Pacific (excluding high income),EAP,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,East Asia & Pacific (IDA & IBRD),TEA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Ecuador,ECU,25.2,..,25
"Age at first marriage, male",SP.DYN.SMAM.MA,"Egypt, Arab Rep.",EGY,..,28.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,El Salvador,SLV,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Equatorial Guinea,GNQ,..,28.6,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Eritrea,ERI,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Estonia,EST,..,26.7,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Eswatini,SWZ,..,30.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Ethiopia,ETH,..,25.8,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Euro area,EMU,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Europe & Central Asia,ECS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Europe & Central Asia (excluding high income),ECA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Europe & Central Asia (IDA & IBRD),TEC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,European Union,EUU,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Faroe Islands,FRO,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Fiji,FJI,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Finland,FIN,30.3,32.4,31.9
"Age at first marriage, male",SP.DYN.SMAM.MA,Fragile and conflict affected situations,FCS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,France,FRA,29.8,32.3,..
"Age at first marriage, male",SP.DYN.SMAM.MA,French Polynesia,PYF,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Gabon,GAB,..,26.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Gambia, The",GMB,..,29,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Georgia,GEO,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Germany,DEU,28.9,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Ghana,GHA,..,27.1,28.6
"Age at first marriage, male",SP.DYN.SMAM.MA,Gibraltar,GIB,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Greece,GRC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Greenland,GRL,34.1,33.1,33.7
"Age at first marriage, male",SP.DYN.SMAM.MA,Grenada,GRD,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Guam,GUM,26.8,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Guatemala,GTM,23.8,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Guinea,GIN,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Guinea-Bissau,GNB,..,28.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Guyana,GUY,..,27.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Haiti,HTI,..,27.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Heavily indebted poor countries (HIPC),HPC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,High income,HIC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Honduras,HND,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Hong Kong SAR, China",HKG,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Hungary,HUN,25.7,29.3,33.3
"Age at first marriage, male",SP.DYN.SMAM.MA,IBRD only,IBD,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Iceland,ISL,30.4,..,29.8
"Age at first marriage, male",SP.DYN.SMAM.MA,IDA & IBRD total,IBT,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,IDA blend,IDB,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,IDA only,IDX,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,IDA total,IDA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,India,IND,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Indonesia,IDN,25.2,25.9,25.7
"Age at first marriage, male",SP.DYN.SMAM.MA,"Iran, Islamic Rep.",IRN,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Iraq,IRQ,..,27.9,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Ireland,IRL,27.6,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Isle of Man,IMN,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Israel,ISR,27.1,28,29.2
"Age at first marriage, male",SP.DYN.SMAM.MA,Italy,ITA,..,31.8,34
"Age at first marriage, male",SP.DYN.SMAM.MA,Jamaica,JAM,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Japan,JPN,30.3,30.8,31.2
"Age at first marriage, male",SP.DYN.SMAM.MA,Jordan,JOR,27.2,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Kazakhstan,KAZ,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Kenya,KEN,..,25.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Kiribati,KIR,24.5,..,24.1
"Age at first marriage, male",SP.DYN.SMAM.MA,"Korea, Dem. People's Rep.",PRK,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Korea, Rep.",KOR,28.5,30.3,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Kosovo,XKX,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Kuwait,KWT,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Kyrgyz Republic,KGZ,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Lao PDR,LAO,..,23.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Late-demographic dividend,LTE,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Latin America & Caribbean,LCN,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Latin America & Caribbean (excluding high income),LAC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Latvia,LVA,..,28.6,31.9
"Age at first marriage, male",SP.DYN.SMAM.MA,Least developed countries: UN classification,LDC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Lebanon,LBN,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Lesotho,LSO,..,26.7,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Liberia,LBR,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Libya,LBY,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Liechtenstein,LIE,..,31,32.6
"Age at first marriage, male",SP.DYN.SMAM.MA,Lithuania,LTU,..,..,30.8
"Age at first marriage, male",SP.DYN.SMAM.MA,Low & middle income,LMY,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Low income,LIC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Lower middle income,LMC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Luxembourg,LUX,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Macao SAR, China",MAC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Madagascar,MDG,..,23.9,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Malawi,MWI,..,23.5,23.9
"Age at first marriage, male",SP.DYN.SMAM.MA,Malaysia,MYS,..,28.6,28
"Age at first marriage, male",SP.DYN.SMAM.MA,Maldives,MDV,23.2,25.7,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Mali,MLI,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Malta,MLT,..,..,31
"Age at first marriage, male",SP.DYN.SMAM.MA,Marshall Islands,MHL,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Mauritania,MRT,..,28.3,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Mauritius,MUS,28.2,28.5,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Mexico,MEX,24.7,25,25.5
"Age at first marriage, male",SP.DYN.SMAM.MA,"Micronesia, Fed. Sts.",FSM,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Middle East & North Africa,MEA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Middle East & North Africa (excluding high income),MNA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Middle East & North Africa (IDA & IBRD),TMN,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Middle income,MIC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Moldova,MDA,..,25.4,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Monaco,MCO,..,32.5,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Mongolia,MNG,..,25.7,26.2
"Age at first marriage, male",SP.DYN.SMAM.MA,Montenegro,MNE,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Morocco,MAR,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Mozambique,MOZ,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Myanmar,MMR,..,26.9,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Namibia,NAM,..,30.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Nauru,NRU,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Nepal,NPL,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Netherlands,NLD,29.5,..,33.8
"Age at first marriage, male",SP.DYN.SMAM.MA,New Caledonia,NCL,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,New Zealand,NZL,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Nicaragua,NIC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Niger,NER,..,24.8,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Nigeria,NGA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,North America,NAC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,North Macedonia,MKD,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Northern Mariana Islands,MNP,28.5,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Norway,NOR,30.5,33.7,33.9
"Age at first marriage, male",SP.DYN.SMAM.MA,OECD members,OED,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Oman,OMN,..,..,27.7
"Age at first marriage, male",SP.DYN.SMAM.MA,Other small states,OSS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Pacific island small states,PSS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Pakistan,PAK,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Palau,PLW,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Panama,PAN,25.4,25.8,25.3
"Age at first marriage, male",SP.DYN.SMAM.MA,Papua New Guinea,PNG,24.7,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Paraguay,PRY,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Peru,PER,..,..,27.8
"Age at first marriage, male",SP.DYN.SMAM.MA,Philippines,PHL,26.3,..,26.9
"Age at first marriage, male",SP.DYN.SMAM.MA,Poland,POL,26.3,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Portugal,PRT,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Post-demographic dividend,PST,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Pre-demographic dividend,PRE,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Puerto Rico,PRI,25.8,26.2,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Qatar,QAT,..,..,27.3
"Age at first marriage, male",SP.DYN.SMAM.MA,Romania,ROU,..,..,29.5
"Age at first marriage, male",SP.DYN.SMAM.MA,Russian Federation,RUS,..,..,27
"Age at first marriage, male",SP.DYN.SMAM.MA,Rwanda,RWA,..,25.5,26.6
"Age at first marriage, male",SP.DYN.SMAM.MA,Samoa,WSM,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,San Marino,SMR,..,30.4,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sao Tome and Principe,STP,..,23,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Saudi Arabia,SAU,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Senegal,SEN,..,29.7,30
"Age at first marriage, male",SP.DYN.SMAM.MA,Serbia,SRB,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Seychelles,SYC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sierra Leone,SLE,..,26.6,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Singapore,SGP,29.9,30,30.4
"Age at first marriage, male",SP.DYN.SMAM.MA,Sint Maarten (Dutch part),SXM,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Slovak Republic,SVK,..,..,31.4
"Age at first marriage, male",SP.DYN.SMAM.MA,Slovenia,SVN,..,31.9,35.3
"Age at first marriage, male",SP.DYN.SMAM.MA,Small states,SST,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Solomon Islands,SLB,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Somalia,SOM,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,South Africa,ZAF,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,South Asia,SAS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,South Asia (IDA & IBRD),TSA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,South Sudan,SSD,..,26.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Spain,ESP,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sri Lanka,LKA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,St. Kitts and Nevis,KNA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,St. Lucia,LCA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,St. Martin (French part),MAF,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,St. Vincent and the Grenadines,VCT,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sub-Saharan Africa,SSF,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sub-Saharan Africa (excluding high income),SSA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sudan,SDN,..,29.7,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Suriname,SUR,..,27.5,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Sweden,SWE,..,..,33.5
"Age at first marriage, male",SP.DYN.SMAM.MA,Switzerland,CHE,29.4,31.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Syrian Arab Republic,SYR,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Tajikistan,TJK,..,24.1,24.7
"Age at first marriage, male",SP.DYN.SMAM.MA,Tanzania,TZA,..,..,25.1
"Age at first marriage, male",SP.DYN.SMAM.MA,Thailand,THA,26,27.4,28.5
"Age at first marriage, male",SP.DYN.SMAM.MA,Timor-Leste,TLS,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Togo,TGO,..,28.2,27.6
"Age at first marriage, male",SP.DYN.SMAM.MA,Tonga,TON,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Trinidad and Tobago,TTO,29.8,31.4,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Tunisia,TUN,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Turkey,TUR,25,26.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Turkmenistan,TKM,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Turks and Caicos Islands,TCA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Tuvalu,TUV,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Uganda,UGA,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Ukraine,UKR,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,United Arab Emirates,ARE,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,United Kingdom,GBR,28.2,..,33.3
"Age at first marriage, male",SP.DYN.SMAM.MA,United States,USA,27.6,27.8,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Upper middle income,UMC,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Uruguay,URY,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Uzbekistan,UZB,..,24.1,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Vanuatu,VUT,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Venezuela, RB",VEN,25.4,26.5,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Vietnam,VNM,..,26,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Virgin Islands (U.S.),VIR,30.1,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,West Bank and Gaza,PSE,..,26.9,27.8
"Age at first marriage, male",SP.DYN.SMAM.MA,World,WLD,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Yemen, Rep.",YEM,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Zambia,ZMB,25.9,25.4,26.2
"Age at first marriage, male",SP.DYN.SMAM.MA,Zimbabwe,ZWE,..,..,25.5
"Expected years of schooling, female",SE.SCH.LIFE.FE,Afghanistan,AFG,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Albania,ALB,11.302020072937,10.61897,13.38677
"Expected years of schooling, female",SE.SCH.LIFE.FE,Algeria,DZA,..,..,14.21949
"Expected years of schooling, female",SE.SCH.LIFE.FE,American Samoa,ASM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Andorra,AND,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Angola,AGO,..,..,7.50618
"Expected years of schooling, female",SE.SCH.LIFE.FE,Antigua and Barbuda,ATG,..,..,15.25233
"Expected years of schooling, female",SE.SCH.LIFE.FE,Arab World,ARB,7.3969898223877,8.71613025665283,10.32979
"Expected years of schooling, female",SE.SCH.LIFE.FE,Argentina,ARG,..,16.17443,17.92072
"Expected years of schooling, female",SE.SCH.LIFE.FE,Armenia,ARM,..,11.69889,13.35497
"Expected years of schooling, female",SE.SCH.LIFE.FE,Aruba,ABW,..,13.31489,13.85686
"Expected years of schooling, female",SE.SCH.LIFE.FE,Australia,AUS,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Austria,AUT,13.4519195556641,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Azerbaijan,AZE,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Bahamas, The",BHS,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Bahrain,BHR,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Bangladesh,BGD,4.8446102142334,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Barbados,BRB,12.6259098052979,14.89708,16.83342
"Expected years of schooling, female",SE.SCH.LIFE.FE,Belarus,BLR,..,..,16.18482
"Expected years of schooling, female",SE.SCH.LIFE.FE,Belgium,BEL,14.1026096343994,18.49725,20.03265
"Expected years of schooling, female",SE.SCH.LIFE.FE,Belize,BLZ,..,..,12.70748
"Expected years of schooling, female",SE.SCH.LIFE.FE,Benin,BEN,..,5.08576,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Bermuda,BMU,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Bhutan,BTN,..,..,11.75858
"Expected years of schooling, female",SE.SCH.LIFE.FE,Bolivia,BOL,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Bosnia and Herzegovina,BIH,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Botswana,BWA,..,12.61569,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Brazil,BRA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,British Virgin Islands,VGB,..,16.79434,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Brunei Darussalam,BRN,..,13.24256,14.34762
"Expected years of schooling, female",SE.SCH.LIFE.FE,Bulgaria,BGR,12.0595102310181,13.16105,14.71095
"Expected years of schooling, female",SE.SCH.LIFE.FE,Burkina Faso,BFA,..,..,6.16917
"Expected years of schooling, female",SE.SCH.LIFE.FE,Burundi,BDI,3.96046996116638,..,9.8341
"Expected years of schooling, female",SE.SCH.LIFE.FE,Cabo Verde,CPV,..,..,13.16201
"Expected years of schooling, female",SE.SCH.LIFE.FE,Cambodia,KHM,..,6.80141,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Cameroon,CMR,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Canada,CAN,17.2426490783691,16.30158,15.54195
"Expected years of schooling, female",SE.SCH.LIFE.FE,Caribbean small states,CSS,12.0244398117065,11.8734998703003,13.52492
"Expected years of schooling, female",SE.SCH.LIFE.FE,Cayman Islands,CYM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Central African Republic,CAF,3.95679998397827,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Central Europe and the Baltics,CEB,12.085000038147,14.0488004684448,16.03916
"Expected years of schooling, female",SE.SCH.LIFE.FE,Chad,TCD,..,3.35908,5.12136
"Expected years of schooling, female",SE.SCH.LIFE.FE,Channel Islands,CHI,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Chile,CHL,..,13.05415,15.20999
"Expected years of schooling, female",SE.SCH.LIFE.FE,China,CHN,..,..,12.39836
"Expected years of schooling, female",SE.SCH.LIFE.FE,Colombia,COL,..,11.91065,14.2614
"Expected years of schooling, female",SE.SCH.LIFE.FE,Comoros,COM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Congo, Dem. Rep.",COD,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Congo, Rep.",COG,10.1197395324707,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Costa Rica,CRI,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Cote d'Ivoire,CIV,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Croatia,HRV,..,12.49941,15.09515
"Expected years of schooling, female",SE.SCH.LIFE.FE,Cuba,CUB,12.582070350647,12.43412,17.47345
"Expected years of schooling, female",SE.SCH.LIFE.FE,Curacao,CUW,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Cyprus,CYP,9.35562992095947,12.60207,13.7746
"Expected years of schooling, female",SE.SCH.LIFE.FE,Czech Republic,CZE,11.4149303436279,13.93399,16.53356
"Expected years of schooling, female",SE.SCH.LIFE.FE,Denmark,DNK,14.2561798095703,16.76711,17.58564
"Expected years of schooling, female",SE.SCH.LIFE.FE,Djibouti,DJI,..,2.46702,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Dominica,DMA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Dominican Republic,DOM,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Early-demographic dividend,EAR,7.14250993728638,8.41306972503662,10.83047
"Expected years of schooling, female",SE.SCH.LIFE.FE,East Asia & Pacific,EAS,8.56501007080078,10.1224403381348,12.3095
"Expected years of schooling, female",SE.SCH.LIFE.FE,East Asia & Pacific (excluding high income),EAP,8.32789993286133,9.84358978271484,12.10124
"Expected years of schooling, female",SE.SCH.LIFE.FE,East Asia & Pacific (IDA & IBRD),TEA,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Ecuador,ECU,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,"Egypt, Arab Rep.",EGY,8.52830028533936,..,11.69569
"Expected years of schooling, female",SE.SCH.LIFE.FE,El Salvador,SLV,..,11.27002,12.29678
"Expected years of schooling, female",SE.SCH.LIFE.FE,Equatorial Guinea,GNQ,..,5.90681,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Eritrea,ERI,..,5.5484,7.12937
"Expected years of schooling, female",SE.SCH.LIFE.FE,Estonia,EST,..,15.81199,17.40553
"Expected years of schooling, female",SE.SCH.LIFE.FE,Eswatini,SWZ,..,9.77254,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Ethiopia,ETH,..,3.36475,7.57564
"Expected years of schooling, female",SE.SCH.LIFE.FE,Euro area,EMU,..,..,..
"Expected years of schooling, female",SE.SCH.LIFE.FE,Europe & Central Asia,ECS,12.5926103591919,13.6728601455688,15.13222
"Expected years of schooling, female",SE.SCH.LIFE.FE,Europe & Central Asia (excluding high income),ECA,..,11.5841503143311,13.69319
